 
,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
526,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,27-057,1994,0.3,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,,Matches
527,Andrea Conti\Andrea-Conti,it ITA,DF,Parma,it Serie A,27-057,1994,8.9,3,0,0,15,8,0,15,23,18,0,0,0,47,10,8,55.6,Matches
528,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,eng Premier League,29-241,1991,22.3,3,1,0,19,27,1,0,44,45,0,0,0,289,97,48,66.9,Matches
529,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Villarreal,es La Liga,29-350,1991,7.1,4,0,0,15,15,0,3,15,7,0,0,0,79,11,8,57.9,Matches
530,Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Nantes,fr Ligue 1,30-178,1990,19.0,3,0,0,18,37,0,53,19,18,0,0,0,115,28,30,48.3,Matches
531,Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,it Serie A,38-117,1983,33.0,1,0,0,0,6,0,0,0,0,0,0,0,161,1,0,100.0,Matches
532,Iñigo Córdoba\Inigo-Cordoba,es ESP,FWMF,Athletic Club,es La Liga,24-046,1997,1.1,0,0,0,3,3,1,1,1,0,0,0,0,11,2,0,100.0,Matches
533,Iñigo Córdoba\Inigo-Cordoba,es ESP,MF,Alavés,es La Liga,24-046,1997,2.4,0,0,0,7,4,2,6,4,5,0,0,0,20,5,6,45.5,Matches
534,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Hertha BSC,de Bundesliga,27-352,1993,14.9,3,0,0,35,38,15,10,9,4,2,1,0,52,33,62,34.7,Matches
535,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Arminia,de Bundesliga,23-262,1997,12.1,0,0,0,15,22,9,8,6,11,0,0,0,80,34,49,41.0,Matches
536,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,31-307,1989,10.2,2,0,0,17,9,0,3,11,12,0,0,0,93,22,14,61.1,Matches
537,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Parma,it Serie A,28-043,1993,17.2,4,0,0,34,37,13,11,1,4,1,0,0,62,108,78,58.1,Matches
538,Maxwel Cornet\Maxwel-Cornet,ci CIV,DFFW,Lyon,fr Ligue 1,24-213,1996,23.2,5,0,0,25,28,3,58,31,42,2,0,0,220,40,27,59.7,Matches
539,Ángel Correa\Angel-Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,26-050,1995,22.5,3,0,0,34,24,11,32,19,26,0,0,0,147,12,37,24.5,Matches
540,Joaquín Correa\Joaquin-Correa,ar ARG,FW,Lazio,it Serie A,26-258,1994,19.0,3,1,1,22,50,5,8,9,8,3,0,0,84,9,33,21.4,Matches
541,Rober Correa\Rober-Correa,es ESP,DF,Eibar,es La Liga,28-220,1992,8.1,2,0,0,3,13,0,18,11,9,1,0,0,92,29,18,61.7,Matches
542,Thierry Correia\Thierry-Correia,pt POR,DF,Valencia,es La Liga,22-050,1999,19.2,6,1,1,28,33,2,43,25,26,0,0,0,159,28,26,51.9,Matches
543,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,37-167,1983,6.0,2,0,0,0,0,1,0,0,0,0,0,0,24,0,0,,Matches
544,Danny da Costa\Danny-da-Costa,de GER,DF,Mainz 05,de Bundesliga,27-289,1993,10.1,2,0,0,3,4,1,28,11,8,0,0,0,83,15,6,71.4,Matches
545,Danny da Costa\Danny-da-Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27-289,1993,1.2,0,0,0,2,0,0,3,0,2,0,0,0,10,1,2,33.3,Matches
546,David Pereira da Costa\David-Pereira-da-Costa,pt POR,MFFW,Lens,fr Ligue 1,20-113,2001,1.6,0,0,0,2,2,0,0,0,5,0,0,0,11,1,0,100.0,Matches
547,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,32-203,1988,2.3,1,0,0,7,3,5,2,0,0,1,0,0,3,9,15,37.5,Matches
548,Douglas Costa\Douglas-Costa,br BRA,FWMF,Bayern Munich,de Bundesliga,30-226,1990,3.6,0,0,0,7,2,3,12,3,2,0,0,0,25,2,5,28.6,Matches
549,Douglas Costa\Douglas-Costa,br BRA,MFFW,Juventus,it Serie A,30-226,1990,0.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,Matches
550,Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,eng Premier League,27-106,1994,12.8,0,0,0,20,18,3,16,6,15,0,0,1,69,4,25,13.8,Matches
551,Jaume Costa\Jaume-Costa,es ESP,DFMF,Villarreal,es La Liga,33-041,1988,3.8,1,0,0,7,8,0,7,8,3,0,0,0,30,6,5,54.5,Matches
552,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33-299,1987,34.0,0,0,0,0,4,0,0,0,0,0,0,0,168,0,0,,Matches
553,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,eng Premier League,28-249,1992,28.9,3,0,0,28,31,0,79,33,40,0,0,0,269,43,37,53.8,Matches
554,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29-250,1991,7.7,1,0,0,9,8,10,8,3,2,0,0,0,23,52,54,49.1,Matches
555,Lassana Coulibaly\Lassana-Coulibaly,ml MLI,MF,Angers,fr Ligue 1,25-018,1996,18.6,4,0,0,26,30,0,5,37,55,0,0,0,200,25,30,45.5,Matches
556,Mamadou Coulibaly\Mamadou-Coulibaly,sn SEN,MF,Udinese,it Serie A,22-084,1999,2.0,0,0,0,3,1,1,1,1,7,0,0,0,29,0,8,0.0,Matches
557,Senou Coulibaly\Senou-Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,26-236,1994,18.5,6,1,1,17,10,0,0,34,20,0,0,0,148,33,37,47.1,Matches
558,Tanguy Coulibaly\Tanguy-Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,20-069,2001,16.3,2,0,0,31,17,11,29,7,20,0,0,0,102,12,35,25.5,Matches
559,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,28-352,1992,33.0,0,0,0,1,3,0,0,0,0,0,1,0,148,0,0,,Matches
560,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Barcelona,es La Liga,28-320,1992,7.3,0,0,0,9,13,1,10,4,6,0,0,0,39,3,9,25.0,Matches
561,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22-110,1999,12.3,2,0,0,8,16,1,8,17,13,0,0,0,95,11,22,33.3,Matches
562,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,26-304,1994,29.0,1,0,0,3,5,0,0,0,0,0,2,0,113,0,0,,Matches
563,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,31-134,1989,30.6,3,0,0,11,15,0,76,27,12,0,0,0,273,32,26,55.2,Matches
564,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,34-119,1986,19.2,6,0,0,23,26,0,18,35,27,0,0,0,191,22,26,45.8,Matches
565,Bryan Cristante\Bryan-Cristante,it ITA,DFMF,Roma,it Serie A,26-056,1995,19.2,6,0,0,22,9,3,5,28,26,0,0,1,163,32,19,62.7,Matches
566,Giovanni Crociata\Giovanni-Crociata,it ITA,DFMF,Crotone,it Serie A,23-260,1997,0.3,0,0,0,2,1,0,2,0,1,0,0,0,3,0,0,,Matches
567,Juan Cruz Armada\Juan-Cruz-Armada,es ESP,DF,Osasuna,es La Liga,28-274,1992,20.0,4,0,0,11,4,2,38,8,17,0,1,0,167,25,25,50.0,Matches
568,Juan Cuadrado\Juan-Cuadrado,co COL,DFMF,Juventus,it Serie A,32-337,1988,20.1,8,1,0,30,54,3,69,20,21,1,0,0,146,13,19,40.6,Matches
569,Adrián Cubas\Adrian-Cubas,py PAR,MF,Nîmes,fr Ligue 1,24-341,1996,22.0,6,1,1,28,15,0,4,45,54,0,0,0,264,6,22,21.4,Matches
570,Sergio Cubero Ezcurra\Sergio-Cubero-Ezcurra,es ESP,MF,Eibar,es La Liga,21-235,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
571,Cucho\Cucho,co COL,FWMF,Getafe,es La Liga,22-008,1999,15.8,4,0,0,33,31,10,31,5,10,0,0,0,96,40,72,35.7,Matches
572,Marc Cucurella\Marc-Cucurella,es ESP,MF,Getafe,es La Liga,22-280,1998,31.3,7,0,0,60,51,6,76,46,46,0,0,0,254,64,91,41.3,Matches
573,Mickaël Cuisance\Mickael-Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,21-255,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
574,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,Marseille,fr Ligue 1,21-255,1999,11.4,3,0,0,34,11,1,9,7,17,0,0,0,75,9,27,25.0,Matches
575,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21-336,1999,22.1,8,0,0,43,68,5,57,33,29,1,1,0,177,15,27,35.7,Matches
576,Giuseppe Cuomo\Giuseppe-Cuomo,it ITA,DF,Crotone,it Serie A,23-085,1998,7.7,4,0,0,15,5,0,0,13,13,0,0,0,97,18,8,69.2,Matches
577,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Fiorentina,it Serie A,23-115,1998,2.2,0,0,0,8,3,0,2,0,2,0,0,0,11,4,9,30.8,Matches
578,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,eng Premier League,23-115,1998,0.3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,33.3,Matches
579,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Valencia,es La Liga,23-115,1998,1.2,0,0,0,2,1,1,1,1,0,0,0,0,4,0,9,0.0,Matches
580,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Parma,it Serie A,26-090,1995,4.6,2,0,0,6,7,0,3,3,6,0,0,0,36,4,2,66.7,Matches
581,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,30-349,1990,22.1,7,0,0,24,14,1,2,34,33,0,1,0,225,61,48,56.0,Matches
582,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Genoa,it Serie A,21-360,1999,13.0,2,0,0,11,4,0,17,12,7,0,0,0,85,12,21,36.4,Matches
583,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,32-231,1988,4.8,2,0,0,9,11,0,4,4,9,0,0,0,35,10,6,62.5,Matches
584,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,32-346,1988,26.6,7,0,0,27,20,0,6,32,15,0,1,0,263,76,27,73.8,Matches
585,Bryan Dabo\Bryan-Dabo,bf BFA,MF,Benevento,it Serie A,29-069,1992,9.0,5,0,0,17,14,1,10,12,6,0,0,0,97,45,17,72.6,Matches
586,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,28-349,1992,11.1,2,0,0,19,25,5,8,6,8,0,0,0,76,22,23,48.9,Matches
587,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22-231,1998,12.1,3,0,0,18,9,2,22,9,11,0,1,0,84,3,13,18.8,Matches
588,Finn Dahmen\Finn-Dahmen,de GER,GK,Mainz 05,de Bundesliga,23-032,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
589,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,25-117,1996,11.8,2,0,0,22,17,0,7,18,19,0,1,0,148,10,10,50.0,Matches
590,Leon Dajaku\Leon-Dajaku,de GER,FW,Union Berlin,de Bundesliga,20-016,2001,0.4,0,0,0,0,1,2,0,0,1,0,0,0,5,1,1,50.0,Matches
591,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,eng Premier League,30-009,1991,32.9,6,0,0,39,44,0,47,51,47,0,0,0,310,33,33,50.0,Matches
592,Diogo Dalot\Diogo-Dalot,pt POR,DF,Milan,it Serie A,22-041,1999,10.3,4,0,0,22,4,2,22,16,15,0,0,0,84,21,9,70.0,Matches
593,Mikkel Damsgaard\Mikkel-Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20-299,2000,18.0,3,0,0,25,26,3,30,26,28,0,1,0,132,21,30,41.2,Matches
594,Flavius Daniliuc\Flavius-Daniliuc,at AUT,DF,Nice,fr Ligue 1,20-001,2001,14.9,0,0,0,11,8,0,2,17,12,0,0,0,126,20,22,47.6,Matches
595,Danilo\Danilo,br BRA,DF,Juventus,it Serie A,29-287,1991,28.7,5,0,0,23,17,2,25,40,33,0,0,0,249,31,17,64.6,Matches
596,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,34-073,1987,13.0,1,0,0,4,6,0,0,7,7,0,0,0,139,44,34,56.4,Matches
597,Tiago Dantas\Tiago-Dantas,pt POR,MF,Bayern Munich,de Bundesliga,20-125,2000,0.8,0,0,0,0,1,0,1,1,0,0,0,0,7,0,1,0.0,Matches
598,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,37-192,1983,8.6,2,0,0,6,4,0,0,2,7,0,1,0,78,22,8,73.3,Matches
599,Andrea Danzi\Andrea-Danzi,it ITA,MFDF,Hellas Verona,it Serie A,22-062,1999,1.2,1,0,0,1,0,0,0,1,0,0,0,0,12,2,0,100.0,Matches
600,Márton Dárdai\Marton-Dardai,de GER,DF,Hertha BSC,de Bundesliga,19-075,2002,6.1,0,0,0,10,1,0,6,10,7,0,0,0,41,6,7,46.2,Matches
601,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30-263,1990,18.2,2,1,0,20,20,2,42,26,22,0,0,0,182,17,29,37.0,Matches
602,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30-202,1990,25.0,3,0,0,0,3,0,0,1,0,0,0,0,103,0,0,,Matches
603,Matteo Darmian\Matteo-Darmian,it ITA,DF,Inter,it Serie A,31-147,1989,10.8,3,0,0,19,16,1,24,16,12,1,0,0,68,17,10,63.0,Matches
604,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,31-147,1989,2.3,1,0,0,3,3,0,0,3,3,0,0,0,11,2,2,50.0,Matches
605,Jonathan David\Jonathan-David,ca CAN,FW,Lille,fr Ligue 1,21-104,2000,22.6,0,0,0,32,36,6,7,12,11,1,0,0,97,22,63,25.9,Matches
606,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20-177,2000,16.6,1,1,0,10,33,3,25,33,29,1,0,0,218,18,19,48.6,Matches
607,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,28-004,1993,15.0,1,0,0,19,14,1,24,13,13,1,0,0,101,34,20,63.0,Matches
608,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,22-302,1998,13.7,3,0,0,25,25,0,5,29,25,0,1,0,115,9,15,37.5,Matches
609,Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,eng Premier League,23-074,1998,1.8,0,0,0,1,2,0,4,0,3,0,0,0,9,10,8,55.6,Matches
610,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,eng Premier League,21-106,2000,0.4,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0.0,Matches
611,Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25-343,1995,18.0,6,0,0,29,6,1,5,25,27,0,0,0,208,49,36,57.6,Matches
612,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,eng Premier League,30-357,1990,16.4,3,1,1,13,10,1,0,24,9,0,0,2,113,45,20,69.2,Matches
613,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,29-304,1991,21.2,1,0,0,24,31,1,62,16,31,2,0,0,150,7,13,35.0,Matches
614,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,34-054,1987,8.9,1,0,0,9,3,3,1,10,11,0,0,0,103,23,19,54.8,Matches
615,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,26-339,1994,30.8,4,2,1,32,111,1,101,14,28,0,0,0,246,6,12,33.3,Matches
616,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Lyon,fr Ligue 1,28-190,1992,14.1,4,0,0,21,9,0,23,26,23,0,0,0,130,15,12,55.6,Matches
617,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,28-190,1992,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Matches
618,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Bologna,it Serie A,32-340,1988,21.1,4,0,0,36,15,1,28,22,14,0,0,0,165,43,32,57.3,Matches
619,Thibault De Smet\Thibault-De-Smet,be BEL,DF,Reims,fr Ligue 1,22-327,1998,4.5,2,0,0,7,6,0,9,5,6,0,1,0,45,7,9,43.8,Matches
620,Lucas Deaux\Lucas-Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,32-123,1988,18.3,4,1,0,31,19,3,20,14,34,0,1,0,209,37,30,55.2,Matches
621,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35-274,1985,20.5,5,0,0,36,17,3,58,36,33,0,3,0,190,71,21,77.2,Matches
622,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,29-315,1991,12.3,1,0,0,10,18,4,7,6,12,0,0,0,64,7,25,21.9,Matches
623,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Spezia,it Serie A,25-270,1995,4.0,1,0,0,6,5,0,3,2,6,0,0,0,34,3,6,33.3,Matches
624,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,25-270,1995,3.2,0,0,0,6,1,0,3,7,4,0,0,0,27,1,2,33.3,Matches
625,Romain Del Castillo\Romain-Del-Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,25-030,1996,6.5,1,0,0,12,13,1,22,4,19,0,0,0,53,6,12,33.3,Matches
626,Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,it Serie A,30-315,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
627,Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,29-035,1992,17.8,4,0,0,22,14,0,62,17,15,0,0,0,117,10,12,45.5,Matches
628,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,29-237,1991,12.9,6,0,0,36,24,1,7,22,32,0,0,0,147,30,13,69.8,Matches
629,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,eng Premier League,18-079,2003,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
630,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,DF,Lorient,fr Ligue 1,35-039,1986,10.1,1,1,0,16,7,1,27,20,12,0,0,0,96,6,11,35.3,Matches
631,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Spezia,it Serie A,27-077,1994,2.9,0,0,0,2,2,0,0,4,1,0,0,0,37,5,4,55.6,Matches
632,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,29-201,1991,23.7,4,0,0,47,37,18,75,3,15,1,0,0,119,105,91,53.6,Matches
633,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,eng Premier League,31-158,1989,2.7,1,0,0,3,6,0,3,4,1,0,0,0,25,0,0,,Matches
634,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,24-290,1996,7.5,3,0,0,17,7,7,2,2,3,0,0,0,34,16,26,38.1,Matches
635,Moussa Dembélé\Moussa-Dembele,fr FRA,FWMF,Atlético Madrid,es La Liga,24-290,1996,1.0,0,0,0,3,0,3,1,0,0,0,0,0,8,6,4,60.0,Matches
636,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,Barcelona,es La Liga,23-348,1997,16.7,2,0,0,12,21,9,43,10,8,0,0,0,64,6,12,33.3,Matches
637,Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,23-054,1998,10.2,1,0,0,11,1,2,0,12,11,0,1,0,82,24,7,77.4,Matches
638,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,27-299,1993,16.6,2,0,0,37,23,0,25,12,33,0,0,0,169,13,21,38.2,Matches
639,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Freiburg,de Bundesliga,23-034,1998,14.2,5,0,0,40,15,7,10,5,11,1,0,0,63,44,90,32.8,Matches
640,Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,29-158,1991,15.6,5,0,0,28,27,1,6,15,32,0,0,0,147,6,15,28.6,Matches
641,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,25-304,1995,26.7,1,0,0,19,7,0,1,22,20,0,0,0,217,43,39,52.4,Matches
642,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,26-013,1995,24.9,3,0,0,29,10,4,8,24,25,0,0,1,215,76,49,60.8,Matches
643,Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,20-149,2000,5.8,3,0,0,21,9,2,5,2,3,0,0,0,27,6,16,27.3,Matches
644,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FW,Köln,de Bundesliga,23-164,1997,5.3,0,0,0,15,5,7,8,3,7,0,0,0,27,9,18,33.3,Matches
645,Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,27-356,1993,1.3,0,0,0,0,2,0,0,1,2,0,0,0,11,3,1,75.0,Matches
646,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Benevento,it Serie A,24-004,1997,10.1,2,0,0,12,4,1,10,13,10,0,0,1,55,12,5,70.6,Matches
647,Fabio Depaoli\Fabio-Depaoli,it ITA,MF,Sampdoria,it Serie A,24-004,1997,0.9,0,0,0,5,2,2,1,0,0,0,0,0,5,0,4,0.0,Matches
648,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Atalanta,it Serie A,24-004,1997,2.1,0,0,0,5,1,0,1,1,1,0,0,0,9,3,2,60.0,Matches
649,Memphis Depay\Memphis-Depay,nl NED,FW,Lyon,fr Ligue 1,27-074,1994,29.5,4,0,0,30,49,11,93,9,5,2,0,0,146,15,28,34.9,Matches
650,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Arminia,de Bundesliga,28-195,1992,15.0,3,0,0,11,9,0,0,8,7,0,2,0,154,55,36,60.4,Matches
651,Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,29-103,1992,1.1,0,0,0,2,2,0,0,1,0,0,0,0,7,0,1,0.0,Matches
652,Kiril Despodov\Kiril-Despodov,bg BUL,FW,Cagliari,it Serie A,24-168,1996,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
653,Sergiño Dest\Sergino-Dest,us USA,DF,Barcelona,es La Liga,20-176,2000,17.9,1,0,0,15,8,3,35,12,15,0,0,0,126,5,7,41.7,Matches
654,Mattia Destro\Mattia-Destro,it ITA,FW,Genoa,it Serie A,30-039,1991,16.1,5,0,0,37,33,22,4,1,7,0,0,0,58,31,65,32.3,Matches
655,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Udinese,it Serie A,27-046,1994,6.6,0,0,0,7,6,11,14,3,2,1,0,0,32,0,11,0.0,Matches
656,Deyverson\Deyverson,br BRA,FW,Alavés,es La Liga,29-355,1991,9.5,3,0,0,14,23,10,12,10,6,0,0,0,72,62,44,58.5,Matches
657,Jacopo Dezi\Jacopo-Dezi,it ITA,FWMF,Parma,it Serie A,29-077,1992,0.9,0,0,0,1,3,0,3,1,1,0,0,0,5,0,2,0.0,Matches
658,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,32-220,1988,5.6,1,0,0,16,20,6,5,0,0,0,0,0,21,30,28,51.7,Matches
659,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Crotone,it Serie A,32-220,1988,5.3,1,0,0,5,15,0,3,1,2,1,0,0,11,12,16,42.9,Matches
660,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,27-267,1993,31.0,11,0,0,45,51,3,54,29,50,1,1,0,191,50,39,56.2,Matches
661,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,33-073,1988,18.2,1,0,0,11,25,8,86,6,20,0,0,0,77,0,1,0.0,Matches
662,Alessandro Di Pardo\Alessandro-Di-Pardo,it ITA,MFDF,Juventus,it Serie A,21-284,1999,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,Matches
663,Giuseppe Di Serio\Giuseppe-Di-Serio,it ITA,MFFW,Benevento,it Serie A,19-282,2001,2.1,1,0,0,11,15,2,2,1,2,0,0,0,13,8,10,44.4,Matches
664,Boulaye Dia\Boulaye-Dia,sn SEN,FWMF,Reims,fr Ligue 1,24-163,1996,28.8,2,0,0,29,32,14,13,15,14,1,0,0,111,26,93,21.8,Matches
665,Abdoulay Diaby\Abdoulay-Diaby,ml MLI,MF,Getafe,es La Liga,29-342,1991,0.2,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0.0,Matches
666,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21-295,1999,25.0,5,0,0,27,15,10,97,15,6,0,0,0,138,5,17,22.7,Matches
667,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,eng Premier League,29-182,1991,11.6,2,0,0,13,21,16,5,2,4,0,0,0,41,44,89,33.1,Matches
668,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,24-130,1996,19.9,4,1,0,20,8,4,2,5,12,0,1,0,164,43,13,76.8,Matches
669,Abdou Diallo\Abdou-Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24-359,1996,14.2,3,2,1,17,9,0,5,12,14,0,0,0,124,23,13,63.9,Matches
670,Amad Diallo\Amad-Diallo,ci CIV,MF,Atalanta,it Serie A,18-291,2002,0.2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0.0,Matches
671,Habib Diallo\Habib-Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25-314,1995,22.5,1,0,0,19,21,12,16,12,10,0,0,0,98,74,96,43.5,Matches
672,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,25-314,1995,1.6,0,0,0,2,2,2,1,0,0,0,0,0,8,10,15,40.0,Matches
673,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,eng Premier League,22-051,1999,9.6,2,0,0,18,11,0,7,13,22,0,1,0,110,8,14,36.4,Matches
674,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Brest,fr Ligue 1,22-051,1999,4.9,1,0,0,8,8,0,3,3,8,0,0,0,44,2,3,40.0,Matches
