,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
519,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,23.3,1,0,0,0,2,0,0,0,0,0,0,0,127,0,0,,Matches
520,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,33,1986,24.1,11,0,0,53,52,0,45,23,33,1,1,0,230,45,24,65.2,Matches
521,Ibrahim Cissé\Ibrahim-Cisse,ci CIV,DFFW,Nice,fr Ligue 1,20,1999,0.6,0,0,0,0,1,0,0,0,1,0,0,0,4,3,3,50.0,Matches
522,Ibrahim Cissé\Ibrahim-Cisse,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,1,0,0,2,0,0,1,0,0,0,0,0,11,1,1,50.0,Matches
523,Andrea Cistana\Andrea-Cistana,it ITA,DF,Brescia,it Serie A,22,1997,20.4,7,1,0,24,14,1,6,24,21,0,1,0,171,47,47,50.0,Matches
524,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,3,0,0,9,7,0,2,14,12,0,0,0,100,31,31,50.0,Matches
525,Leon Clarke\Leon-Clarke,eng ENG,FWMF,Sheffield Utd,eng Premier League,34,1985,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,66.7,Matches
526,Alexis Claude-Maurice\Alexis-Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,21,1998,18.1,2,0,0,13,44,1,19,12,18,0,0,0,96,10,9,52.6,Matches
527,Christian Clemens\Christian-Clemens,de GER,MFFW,Köln,de Bundesliga,27,1991,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
528,Óscar Clemente\Oscar-Clemente,es ESP,MF,Atlético Madrid,es La Liga,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
529,Yannis Clementia\Yannis-Clementia,fr FRA,GK,Nice,fr Ligue 1,22,1997,2.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Matches
530,Denilho Cleonise\Denilho-Cleonise,nl NED,FW,Genoa,it Serie A,17,2001,0.5,2,0,0,2,1,0,0,2,0,0,0,0,1,0,1,0.0,Matches
531,Carlos Clerc\Carlos-Clerc,es ESP,DF,Levante,es La Liga,27,1992,20.5,4,0,0,24,20,2,44,17,19,0,0,0,173,27,27,50.0,Matches
532,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,2,0,0,16,10,0,20,9,17,0,0,0,92,8,14,36.4,Matches
533,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,5,0,0,16,7,0,0,24,22,0,1,0,387,42,24,63.6,Matches
534,Marcus Coco\Marcus-Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,Matches
535,Renaud Cohade\Renaud-Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,3,0,0,20,4,1,14,7,16,0,0,0,85,17,7,70.8,Matches
536,Coke\Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,3,0,0,17,11,1,17,6,15,0,0,0,110,17,11,60.7,Matches
537,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,5,1,1,19,19,1,34,12,31,0,0,0,211,30,22,57.7,Matches
538,Álex Collado\Alex-Collado,es ESP,DF,Barcelona,es La Liga,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
539,Ebrima Colley\Ebrima-Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,1,0,0,3,4,0,0,1,1,0,0,0,12,1,1,50.0,Matches
540,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,10,0,0,40,16,2,6,40,34,0,2,0,352,87,40,68.5,Matches
541,Jamilu Collins\Jamilu-Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,9,1,1,45,28,1,30,40,41,0,2,0,352,34,33,50.7,Matches
542,Simone Colombi\Simone-Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Matches
543,Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
544,Racine Coly\Racine-Coly,sn SEN,DF,Nice,fr Ligue 1,23,1995,7.2,5,2,2,12,8,1,6,6,9,0,0,0,70,13,9,59.1,Matches
545,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,23,1996,16.7,2,0,0,11,33,4,75,2,15,1,0,0,126,18,19,48.6,Matches
546,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,4,0,0,16,16,0,5,29,23,1,0,1,219,46,37,55.4,Matches
547,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,0,0,0,16,38,14,7,5,8,2,0,0,54,14,48,22.6,Matches
548,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,1,0,0,1,1,0,0,0,0,0,0,0,131,0,1,0.0,Matches
549,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,8,0,0,37,22,0,22,27,31,0,0,0,147,17,13,56.7,Matches
550,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,22,1997,15.0,5,0,0,23,11,0,9,13,16,0,0,0,168,14,16,46.7,Matches
551,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,6,1,0,17,15,1,3,19,13,0,1,0,287,108,61,63.9,Matches
552,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,8,1,1,34,28,2,3,29,24,1,1,0,202,21,10,67.7,Matches
553,Gabriele Corbo\Gabriele-Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,1,0,0,0,0,0,0,1,1,0,0,0,10,2,2,50.0,Matches
554,Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,1,0,0,4,5,0,9,2,0,0,0,0,12,0,0,,Matches
555,Iñigo Córdoba\Inigo-Cordoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,4,0,0,26,14,4,24,10,14,0,0,0,106,17,18,48.6,Matches
556,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,5,0,0,58,65,26,11,7,11,0,0,0,94,55,91,37.7,Matches
557,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Augsburg,de Bundesliga,21,1997,4.1,0,0,0,6,12,1,3,1,3,0,0,0,23,13,31,29.5,Matches
558,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MF,Strasbourg,fr Ligue 1,32,1987,2.9,0,0,0,3,3,0,8,1,3,0,0,0,7,10,12,45.5,Matches
559,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,1,0,0,32,25,1,8,25,27,0,0,0,339,53,64,45.3,Matches
560,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,1,0,0,42,30,3,9,2,6,1,0,0,78,93,61,60.4,Matches
561,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWDF,Lyon,fr Ligue 1,22,1996,14.8,1,0,0,14,28,2,48,15,14,0,0,0,123,18,22,45.0,Matches
562,Quentin Cornette\Quentin-Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,25,1994,3.9,0,0,0,6,5,1,31,9,1,0,0,0,26,3,2,60.0,Matches
563,Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,24,1995,22.9,5,0,0,26,41,9,28,12,15,0,0,0,147,16,37,30.2,Matches
564,Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Lazio,it Serie A,24,1994,22.2,0,0,0,18,49,6,13,5,11,3,0,0,86,16,46,25.8,Matches
565,Rober Correa\Rober-Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,3,0,0,15,10,0,18,5,9,0,0,0,127,33,24,57.9,Matches
566,Thierry Correia\Thierry-Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,0,0,0,3,8,0,3,1,5,0,0,0,21,0,4,0.0,Matches
567,Antonio Cortés\Antonio-Cortes,es ESP,FWMF,Granada,es La Liga,19,2000,2.0,2,0,0,6,3,0,4,0,3,0,0,0,12,4,7,36.4,Matches
568,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
569,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,26,1993,15.4,0,0,0,7,5,4,66,11,21,0,0,0,111,30,30,50.0,Matches
570,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,5,0,0,20,20,19,6,3,9,0,0,1,56,58,84,40.8,Matches
571,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,28,1990,8.9,1,0,0,10,10,3,28,6,5,0,0,0,53,1,7,12.5,Matches
572,Jaume Costa\Jaume-Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,2,1,0,20,20,2,22,8,18,0,0,0,98,18,18,50.0,Matches
573,Nuno da Costa\Nuno-da-Costa,cv CPV,FWMF,Strasbourg,fr Ligue 1,28,1991,5.9,4,0,0,13,13,0,6,5,6,0,0,0,36,19,13,59.4,Matches
574,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,1,0,0,5,2,0,0,7,4,0,0,0,38,8,7,53.3,Matches
575,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,1,0,0,0,2,0,0,0,0,0,0,0,116,0,0,,Matches
576,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,1,0,0,34,12,22,8,7,7,0,0,0,53,85,86,49.7,Matches
577,Senou Coulibaly\Senou-Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,0,0,0,7,5,0,0,12,5,0,0,0,61,10,10,50.0,Matches
578,Yoann Court\Yoann-Court,fr FRA,FWMF,Brest,fr Ligue 1,29,1990,16.3,6,0,0,22,21,6,33,12,32,1,0,0,91,11,19,36.7,Matches
579,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,1,0,0,0,4,0,0,0,0,0,0,0,161,1,0,100.0,Matches
580,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Bayern Munich,de Bundesliga,27,1992,15.7,0,0,0,5,23,3,18,6,25,1,0,0,92,6,10,37.5,Matches
581,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,1,0,0,4,6,1,0,7,4,0,0,0,40,14,9,60.9,Matches
582,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,1,0,0,0,1,0,0,0,0,0,0,0,71,0,0,,Matches
583,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,7,0,0,16,18,2,70,15,29,0,0,0,295,51,34,60.0,Matches
584,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,7,0,0,30,41,0,47,38,44,0,1,0,201,28,16,63.6,Matches
585,Bryan Cristante\Bryan-Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,7,1,0,32,6,0,5,11,14,0,1,0,165,13,24,35.1,Matches
586,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,1,0,0,21,24,2,7,7,24,0,0,0,96,6,14,30.0,Matches
587,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,0,0,0,0,2,0,0,2,4,0,0,0,10,0,0,,Matches
588,Juan Cuadrado\Juan-Cuadrado,co COL,DF,Juventus,it Serie A,31,1988,29.5,7,1,0,28,79,3,77,24,40,1,0,0,257,17,24,41.5,Matches
589,Cucho\Cucho,co COL,FWMF,Mallorca,es La Liga,20,1999,16.5,5,1,1,16,37,4,17,9,11,0,1,0,78,41,65,38.7,Matches
590,Marc Cucurella\Marc-Cucurella,es ESP,MFDF,Getafe,es La Liga,21,1998,36.0,9,0,0,78,62,6,105,29,62,1,0,0,375,50,86,36.8,Matches
591,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,4,1,1,0,6,0,1,0,0,0,0,0,181,0,0,,Matches
592,Jaume Cuéllar\Jaume-Cuellar,bo BOL,FWMF,SPAL,it Serie A,17,2001,0.8,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,0.0,Matches
593,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,Bayern Munich,de Bundesliga,19,1999,3.4,1,0,0,11,3,0,3,1,3,1,0,0,16,0,4,0.0,Matches
594,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,20,1999,8.3,3,0,0,25,29,2,5,6,9,1,0,0,60,6,16,27.3,Matches
595,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,20,1999,3.1,0,0,0,9,6,3,4,3,4,0,0,0,26,6,9,40.0,Matches
596,Felipe Curcio\Felipe-Curcio,br BRA,DF,Brescia,it Serie A,26,1993,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,100.0,Matches
597,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,0,0,0,5,9,4,6,0,4,0,0,0,25,5,21,19.2,Matches
598,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,1,0,0,8,10,11,8,3,6,1,0,0,37,10,36,21.7,Matches
599,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,3,1,1,13,32,1,24,16,16,0,1,0,155,11,9,55.0,Matches
600,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,4,1,1,25,23,1,4,14,37,0,2,1,274,67,44,60.4,Matches
601,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
602,Marco D'Alessandro\Marco-DAlessandro,it ITA,MFDF,SPAL,it Serie A,28,1991,8.7,0,1,0,3,9,1,23,5,9,0,0,0,33,0,8,0.0,Matches
603,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,6,0,0,35,19,4,16,14,20,0,0,0,119,20,17,54.1,Matches
604,Felice D'Amico\Felice-DAmico,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
605,Lucas Da Cunha\Lucas-Da-Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,0,0,0,0,0,0,1,0,1,0,0,0,6,1,5,16.7,Matches
606,Jacopo Da Riva\Jacopo-Da-Riva,it ITA,FW,Atalanta,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
607,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,3,0,0,25,12,2,2,20,17,0,1,1,235,91,31,74.6,Matches
608,Bryan Dabo\Bryan-Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,4,0,0,17,22,1,3,8,14,0,0,0,81,13,8,61.9,Matches
609,Moanes Dabour\Moanes-Dabour,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,50.0,Matches
610,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,4,0,0,23,22,4,10,5,7,1,0,0,56,10,23,30.3,Matches
611,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,1,0,0,13,3,2,22,7,4,0,0,0,51,1,5,16.7,Matches
612,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,1,0,0,12,6,0,4,5,7,0,0,0,58,3,5,37.5,Matches
613,Leon Dajaku\Leon-Dajaku,de GER,DF,Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,Matches
614,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,5,0,0,20,9,1,4,7,8,0,1,0,81,16,9,64.0,Matches
615,Christian Dalle Mura\Christian-Dalle-Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
616,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,0.7,0,0,0,1,0,0,2,0,2,0,0,0,8,4,0,100.0,Matches
617,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,0,0,0,0,0,0,3,4,0,0,0,0,9,2,1,66.7,Matches
618,Danilo\Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,4,1,1,20,14,2,20,15,17,0,1,0,142,17,13,56.7,Matches
619,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,0,0,0,5,0,0,2,11,5,0,0,0,154,36,32,52.9,Matches
620,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,2,1,1,4,2,0,6,2,4,0,0,0,28,11,10,52.4,Matches
621,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,7,0,0,17,6,1,1,18,19,0,1,1,181,53,21,71.6,Matches
622,Andrea Danzi\Andrea-Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
623,Sergi Darder\Sergi-Darder,es ESP,MFFW,Espanyol,es La Liga,25,1993,29.5,4,0,0,34,26,2,19,20,25,0,0,0,205,28,21,57.1,Matches
624,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,8,1,1,38,24,3,44,24,39,0,0,0,232,21,43,32.8,Matches
625,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,6,0,0,38,45,3,45,16,39,0,1,0,254,33,33,50.0,Matches
626,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,4,1,1,25,34,7,68,24,49,0,0,0,366,27,24,52.9,Matches
627,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,26,1993,15.9,6,0,0,27,8,1,29,12,13,0,0,0,163,42,22,65.6,Matches
628,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,8,0,0,29,40,1,4,28,18,0,0,0,252,34,31,52.3,Matches
629,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,0,0,0,12,11,3,2,0,2,0,0,0,28,24,39,38.1,Matches
630,Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,4,2,1,19,8,1,2,12,8,0,1,0,66,26,13,66.7,Matches
631,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,6,0,0,31,12,0,3,21,19,0,1,0,254,108,35,75.5,Matches
632,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31.0,3,0,0,26,28,3,143,11,28,0,0,0,232,18,22,45.0,Matches
633,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,1,0,0,10,8,3,6,20,15,0,0,0,155,41,31,56.9,Matches
634,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,5,1,0,33,76,2,127,23,37,0,0,0,265,2,11,15.4,Matches
635,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,1,0,0,0,3,0,9,7,5,0,0,0,44,7,8,46.7,Matches
636,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,2,0,0,34,15,7,67,11,9,0,1,0,120,59,40,59.6,Matches
637,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,2,0,0,25,22,2,7,10,34,0,0,0,216,59,31,65.6,Matches
638,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,2,0,0,32,23,2,39,33,26,0,2,0,200,93,36,72.1,Matches
639,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,3,0,0,37,37,12,14,6,17,1,0,0,119,174,290,37.5,Matches
640,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,28,1991,10.9,1,0,0,16,12,4,2,3,9,0,0,0,57,6,22,21.4,Matches
641,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
642,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8.0,3,0,0,7,8,0,5,6,12,0,0,0,72,2,6,25.0,Matches
643,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,23,1996,13.8,2,0,0,21,22,4,26,7,19,0,0,0,89,20,30,40.0,Matches
644,Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,4,0,0,21,11,0,49,12,14,0,0,0,105,3,16,15.8,Matches
645,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,4,0,0,20,12,1,1,23,16,0,0,1,105,22,14,61.1,Matches
646,Paul Delecroix\Paul-Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,1.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
647,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,2,1,1,16,9,0,26,11,16,0,0,0,84,24,11,68.6,Matches
648,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,5,0,0,69,39,21,84,7,20,0,0,0,118,64,77,45.4,Matches
649,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,5,1,1,18,7,0,4,13,11,0,0,0,175,12,10,54.5,Matches
650,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,3,0,0,43,24,11,9,4,9,3,0,0,78,58,79,42.3,Matches
651,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,Barcelona,es La Liga,22,1997,4.0,1,1,0,1,5,4,15,0,0,0,0,0,21,1,2,33.3,Matches
652,Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,1,0,0,5,1,1,0,1,7,0,1,0,39,22,6,78.6,Matches
653,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,4,1,1,24,18,1,26,19,22,0,0,0,172,22,15,59.5,Matches
654,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,3,0,0,19,13,0,6,12,28,0,0,0,139,10,17,37.0,Matches
655,Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,27,1991,10.0,6,0,0,25,11,0,4,4,13,0,0,0,85,5,9,35.7,Matches
656,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,0,0,0,9,1,0,2,11,16,0,0,0,182,46,32,59.0,Matches
657,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,24,1995,31.1,5,0,0,30,9,0,7,23,40,0,1,1,302,90,70,56.3,Matches
658,Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,1,0,0,23,12,2,5,0,9,0,0,0,31,12,35,25.5,Matches
659,Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,7,1,1,29,29,1,3,20,35,0,1,1,235,53,23,69.7,Matches
660,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Sampdoria,it Serie A,22,1997,20.6,7,0,0,59,30,3,61,14,26,1,1,0,155,25,45,35.7,Matches
661,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,25,1994,11.3,0,0,0,8,18,3,15,4,9,1,0,0,53,2,11,15.4,Matches
662,Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,2,0,0,18,4,0,0,7,6,0,1,0,77,29,11,72.5,Matches
663,Daniele Dessena\Daniele-Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,7,1,1,26,20,0,11,6,15,2,1,0,166,22,28,44.0,Matches
664,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,2,0,0,6,2,1,0,2,3,0,0,0,5,2,13,13.3,Matches
665,Mattia Destro\Mattia-Destro,it ITA,FWMF,Genoa,it Serie A,28,1991,1.7,0,0,0,3,2,1,0,2,0,0,0,0,5,4,10,28.6,Matches
666,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,3,0,0,27,22,18,59,26,21,1,0,0,164,3,15,16.7,Matches
667,Deyverson\Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,2,0,0,7,0,1,1,1,0,0,0,0,14,15,10,60.0,Matches
668,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,14.4,3,0,0,33,26,17,9,0,2,2,0,0,49,29,45,39.2,Matches
669,Federico Di Francesco\Federico-Di-Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12.0,4,0,0,19,30,4,22,4,6,1,0,0,71,7,16,30.4,Matches
670,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33.0,5,0,0,32,52,3,53,13,43,0,0,0,234,65,52,55.6,Matches
671,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,31,1988,22.2,2,0,0,12,22,6,92,10,13,0,0,0,142,1,4,20.0,Matches
672,Boulaye Dia\Boulaye-Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,20.1,0,0,0,24,25,14,9,9,13,1,0,0,84,27,80,25.2,Matches
673,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FWMF,Amiens,fr Ligue 1,23,1995,13.2,3,0,0,12,9,2,28,8,10,0,0,0,115,9,14,39.1,Matches
